Year,Genre,NA_Sales,EU_Sales,JP_Sales,Global_Sales,Rank
2006,Action,1.85,0.64,0.01,2.69,557
2010,Sports,2.38,0.12,0,2.69,558
2010,Puzzle,1.63,0.52,0.35,2.69,559
2010,Sports,1.46,0.98,0,2.68,560
2004,Racing,1.23,1.11,0,2.68,561
2014,Role-Playing,0,0,2.68,2.68,562
2009,Racing,0.69,1.41,0.04,2.68,563
2011,Role-Playing,0.78,0.75,0.89,2.68,564
1992,Fighting,1.95,0.63,0,2.67,565
2005,Shooter,1.48,0.92,0.01,2.67,566
2008,Misc,1.78,0.64,0,2.67,567
1998,Shooter,1.44,1.09,0,2.67,568
2004,Role-Playing,1.99,0.58,0,2.66,569
2006,Action,1.59,0.8,0,2.65,570
2003,Action,1.15,1.11,0,2.65,571
2012,Action,1.56,0.88,0,2.65,572
2006,Shooter,0.86,1.11,0.01,2.65,573
1986,Platform,0,0,2.65,2.65,574
1996,Action,2,0.5,0.12,2.65,575
2007,Action,1.53,0.87,0,2.64,576
2000,Racing,2,0.47,0.02,2.63,577
2006,Fighting,0.76,1.1,0.12,2.63,578
2009,Strategy,1.53,0.82,0.04,2.63,579
2009,Action,1.7,0.46,0.06,2.63,580
2004,Sports,2.15,0.12,0,2.62,581
2007,Sports,1.07,1.06,0.24,2.62,582
2010,Shooter,1.55,0.81,0.04,2.62,583
2009,Sports,0.59,1.79,0.01,2.62,584
2011,Sports,2.31,0.14,0.01,2.62,585
2008,Simulation,0.63,0.84,0.96,2.61,586
2002,Action,0.9,1.22,0.04,2.61,587
2010,Platform,1.02,0.52,0.92,2.6,588
1990,Action,1.86,0.55,0.11,2.6,589
2008,Sports,0.48,1.63,0.04,2.59,590
2007,Platform,0.93,1.12,0.08,2.59,591
2004,Sports,2.03,0.21,0,2.59,592
2009,Platform,0.64,1.24,0.01,2.58,593
2013,Shooter,0.89,1.33,0.07,2.58,594
2009,Action,1.04,1.24,0.03,2.58,595
2007,Role-Playing,0.37,0.27,1.75,2.58,596
2006,Fighting,1.4,0.88,0.03,2.58,597
2004,Platform,1.31,0.74,0.31,2.57,598
2010,Misc,0.28,1.68,0.33,2.57,599
2009,Role-Playing,1.76,0.56,0.03,2.57,600
2007,Sports,2.14,0.08,0,2.57,601
2001,Platform,1.7,0.59,0.21,2.56,602
1987,Role-Playing,0.15,0,2.41,2.56,603
2012,Sports,2.11,0.23,0,2.56,604
2003,Role-Playing,1.21,0.57,0.7,2.54,605
2008,Sports,1.13,0.87,0.29,2.54,606
2008,Sports,2.21,0.12,0,2.54,607
N/A,Shooter,2.36,0.14,0,2.53,608
2001,Racing,1.13,1.12,0.06,2.52,609
2000,Action,1.55,0.75,0.16,2.52,610
2007,Misc,1.5,0.78,0,2.52,611
1986,Role-Playing,0.49,0,0.52,2.52,612
2013,Action,0.6,1.31,0.08,2.51,613
2006,Role-Playing,2.29,0.02,0,2.5,614
2008,Sports,0.13,0.07,0.26,2.5,615
1999,Misc,1.28,0.14,1.08,2.5,616
2011,Action,0.86,1.06,0.18,2.49,617
2003,Action,1.84,0.56,0,2.49,618
2010,Action,1.29,0.97,0,2.49,619
2002,Fighting,1.81,0.52,0,2.49,620
2008,Shooter,1.15,0.85,0.1,2.48,621
2008,Racing,1.38,0.85,0,2.48,622
1998,Action,1.15,1.14,0.06,2.48,623
2012,Sports,1.72,0.44,0.05,2.48,624
N/A,Misc,1.93,0.34,0,2.48,625
2013,Sports,2.1,0.2,0,2.47,626
2002,Misc,1.13,0.36,0.92,2.47,627
2010,Misc,1.67,0.58,0,2.46,628
2008,Racing,1.55,0.54,0.05,2.45,629
1992,Role-Playing,0,0,2.43,2.45,630
1997,Role-Playing,0.93,0.12,1.34,2.45,631
1996,Racing,2.12,0.25,0,2.44,632
2011,Shooter,1.44,0.73,0.04,2.44,633
2006,Racing,0.87,0.98,0,2.44,634
2003,Simulation,1.07,1.19,0,2.43,635
1997,Adventure,1.52,0.82,0,2.43,636
2008,Shooter,1.56,0.61,0.02,2.42,637
1998,Platform,1.26,0.61,0.46,2.42,638
1988,Sports,1.27,0.32,0.78,2.42,639
2010,Sports,0.29,1.18,0.54,2.42,640
2003,Fighting,1.63,0.22,0.51,2.41,641
2001,Racing,2.07,0.26,0,2.41,642
1998,Action,0.81,0.76,0.7,2.41,643
2014,Misc,1.43,0.76,0,2.41,644
2007,Racing,0.69,0,0.04,2.41,645
2015,Sports,2.07,0.08,0,2.4,646
1996,Puzzle,2.1,0.24,0,2.4,647
1987,Fighting,0.77,0.18,1.42,2.4,648
1997,Strategy,2.3,0.1,0,2.4,649
N/A,Adventure,2.15,0.18,0,2.39,650
2015,Racing,0.49,1.49,0.05,2.39,651
2010,Sports,1.74,0.48,0,2.39,652
N/A,Action,1.54,0.63,0,2.39,653
1994,Misc,1.49,0.81,0,2.39,655
2013,Action,1.07,0.87,0.04,2.39,656
2011,Action,1.48,0.71,0,2.39,657
2005,Misc,1.67,0.61,0.03,2.38,658
2007,Action,1.02,0.97,0,2.38,659
2011,Misc,1.73,0.46,0.02,2.38,660
1998,Fighting,1.94,0.39,0.03,2.38,661
2015,Action,1,0.76,0.26,2.38,662
2014,Sports,1.46,0.54,0.01,2.38,663
2010,Sports,2.04,0.15,0,2.38,664
2001,Misc,1.16,0.91,0,2.38,665
2007,Sports,2.18,0.01,0,2.37,666
2004,Shooter,2.28,0.02,0.08,2.37,667
2004,Action,0.96,1.08,0.04,2.37,668
2004,Sports,1.25,0.86,0.01,2.37,669
2009,Sports,2.03,0.13,0,2.37,670
2011,Sports,1.38,0.74,0.02,2.36,671
1995,Platform,0.69,0.14,1.48,2.36,672
2010,Action,1.07,1.05,0,2.35,673
1996,Platform,1.39,0.48,0.4,2.35,674
1998,Role-Playing,0,0,2.34,2.35,675
2008,Racing,1.68,0.46,0.01,2.35,676
2013,Platform,1.32,0.83,0,2.34,677
2007,Fighting,0.92,0,0.01,2.34,678
2008,Sports,1.2,0.9,0,2.34,679
2001,Action,1.08,0.7,0.34,2.34,680
2010,Simulation,1.27,0.86,0,2.33,681
2015,Action,1.14,0.54,0.47,2.32,682
2015,Sports,1.93,0.14,0,2.32,683
2010,Misc,1.57,0.56,0,2.32,684
2000,Sports,0.78,0.4,1.06,2.32,685
1997,Action,0.79,1.35,0.04,2.32,686
2004,Shooter,0.85,1.06,0.09,2.31,687
2004,Puzzle,0.52,0.45,1.21,2.31,688
1999,Racing,1.58,0.64,0,2.31,689
1995,Role-Playing,0.28,0,2.02,2.31,690
1998,Sports,1.65,0.46,0.1,2.31,691
2013,Action,1.24,0.85,0,2.3,692
2012,Action,0.95,1.06,0,2.3,693
2008,Role-Playing,0.95,0.54,0.62,2.3,694
2011,Action,1.08,0.75,0.15,2.29,695
1997,Action,0.91,1.25,0,2.29,696
2013,Action,1.23,0.68,0.04,2.29,697
2004,Racing,1.38,0.8,0,2.28,698
2009,Sports,0.3,1.27,0.46,2.28,699
2014,Misc,1.11,0.98,0,2.28,700
2015,Action,0,0,2.28,2.28,701
1983,Platform,0.51,0.12,1.63,2.28,702
2008,Sports,0.38,0.07,0.01,2.28,703
2008,Action,1.01,0.9,0,2.28,704
2012,Shooter,1.05,0.77,0.1,2.28,705
1997,Racing,0.07,2,0.02,2.28,706
2012,Role-Playing,1.12,0.39,0.64,2.27,707
2009,Misc,1.34,0.62,0,2.27,708
2006,Misc,1.07,0.92,0.04,2.27,709
2002,Platform,1.22,0.1,0.91,2.27,710
2001,Platform,0.9,0.73,0.54,2.26,711
2007,Misc,1.4,0.54,0.02,2.26,712
N/A,Shooter,1.19,0.84,0,2.26,713
2007,Action,1.34,0.57,0.14,2.26,714
2014,Misc,0.28,0.79,0.87,2.25,715
2002,Adventure,0.62,0.44,1.06,2.25,716
1997,Sports,1.52,0.46,0.2,2.25,717
2004,Role-Playing,1.48,0.25,0.46,2.25,718
2011,Sports,1.93,0.15,0,2.25,719
2009,Role-Playing,0.67,0.41,1.05,2.25,720
2008,Fighting,0.51,0.51,0.91,2.25,721
2001,Platform,1.19,0.71,0.22,2.24,722
2001,Platform,1.29,0.83,0,2.23,723
1990,Action,1.74,0.25,0.21,2.23,724
2008,Action,1.42,0.61,0,2.23,725
2009,Simulation,1.09,0.85,0,2.23,726
2013,Platform,1.27,0.62,0.18,2.22,727
2003,Action,0.88,1.03,0,2.22,728
2009,Puzzle,1.71,0.32,0.02,2.22,729
1998,Adventure,1,0.63,0.45,2.22,730
2010,Racing,1.03,0.98,0,2.22,731
2010,Shooter,1.45,0.55,0.02,2.21,732
2013,Action,1.47,0.55,0,2.21,733
2006,Action,1.06,0.82,0.05,2.21,734
2008,Misc,1.78,0.24,0,2.2,735
1981,Action,2.06,0.12,0,2.2,736
2007,Misc,2.01,0.02,0,2.2,737
2000,Platform,1.11,0.51,0.34,2.2,738
1986,Sports,0.15,0,2.05,2.2,739
2008,Platform,1.28,0.68,0.02,2.2,740
2007,Puzzle,1.06,0.91,0,2.2,741
2011,Action,0.34,0.97,0.55,2.19,742
2006,Action,1.17,0.78,0.02,2.19,743
2003,Role-Playing,1.68,0.44,0,2.19,744
1992,Misc,0.87,0.17,1.1,2.19,745
2000,Platform,1.04,0.72,0.3,2.19,746
2012,Action,0.59,1.07,0.07,2.19,747
2000,Role-Playing,0,0,2.17,2.18,748
2002,Racing,1.92,0.2,0,2.18,749
2013,Racing,1.21,0.78,0.01,2.18,750
2013,Sports,1.97,0.07,0,2.18,751
2006,Role-Playing,1.29,0.04,0.73,2.18,752
2003,Role-Playing,1.48,0.17,0.47,2.17,753
2010,Role-Playing,1.27,0.68,0.01,2.17,754
1998,Simulation,1.6,0.46,0.08,2.17,755
1984,Sports,0.48,0.11,1.56,2.17,756
2001,Simulation,1.23,0.83,0,2.16,757
2009,Sports,1.51,0.47,0,2.16,758
2000,Shooter,1.5,0.55,0.02,2.15,759
2015,Shooter,0.54,1.16,0.13,2.15,760
1987,Sports,0.14,0.03,1.98,2.15,761
2014,Sports,0.6,1.41,0,2.15,762
2007,Shooter,0.52,1.03,0,2.14,763
1996,Role-Playing,0.66,0,1.45,2.14,764
1983,Misc,0.01,0,2.13,2.14,765
1988,Racing,1.47,0.38,0.19,2.14,766
1992,Simulation,1.2,0.84,0,2.14,767
1981,Shooter,1.99,0.12,0,2.13,768
2004,Simulation,1.04,0.81,0,2.13,769
2006,Puzzle,0.64,0.07,1.35,2.13,770
2003,Role-Playing,0.82,0.37,0.89,2.13,771
2016,Action,0.59,1.16,0.06,2.13,772
2010,Action,0.93,0.97,0.02,2.12,773
2006,Role-Playing,0.91,0.05,1.07,2.12,774
2010,Platform,1.47,0.09,0.45,2.12,775
2001,Racing,1.37,0.61,0.05,2.12,776
1989,Sports,0.83,0.33,0.92,2.12,777
2011,Sports,1.61,0.27,0.05,2.11,778
2009,Shooter,1.2,0.62,0,2.11,779
2000,Sports,1.68,0.4,0,2.11,780
2008,Sports,0.11,1.34,0.4,2.11,781
2002,Racing,1.68,0.31,0.02,2.11,782
2010,Sports,0.9,0.45,0.63,2.11,783
N/A,Misc,1.35,0.56,0,2.11,784
2003,Action,0.63,0.21,1.13,2.11,785
2011,Fighting,1.63,0.33,0,2.11,786
1998,Role-Playing,0.94,0.07,1.05,2.1,787
2002,Platform,1.17,0.72,0,2.1,788
2002,Action,1.54,0.44,0.04,2.1,789
2005,Racing,1.77,0.13,0.02,2.1,790
2011,Shooter,1.41,0.51,0.01,2.1,791
2005,Action,0.99,0.63,0.29,2.09,792
1997,Sports,0,0,1.96,2.09,793
2006,Action,1.16,0.65,0.08,2.09,794
2003,Action,1.26,0.6,0.05,2.09,795
2010,Action,1.84,0.12,0.01,2.09,796
2009,Misc,1.97,0,0,2.09,797
2006,Simulation,0.92,0.94,0,2.09,798
2015,Shooter,0.7,0.93,0.14,2.09,799
2010,Action,0.46,0.42,0.96,2.09,800
2010,Role-Playing,1.77,0.32,0,2.08,801
2002,Puzzle,1.11,0.71,0,2.08,802
2008,Racing,0.63,1.02,0.05,2.08,803
2007,Simulation,1.36,0.52,0,2.08,804
2003,Misc,0.97,0.33,0.73,2.08,805
2010,Action,0.59,0.99,0.13,2.08,806
1998,Strategy,2.04,0.04,0,2.08,807
1994,Strategy,0.89,1.08,0,2.08,808
2010,Sports,0.79,0.94,0,2.08,809
2002,Shooter,1.54,0.46,0,2.07,810
2010,Role-Playing,0.63,0.42,0.75,2.07,811
2009,Fighting,1.48,0.39,0,2.07,812
2011,Role-Playing,0.75,0.54,0.54,2.07,813
2001,Strategy,1.64,0.36,0,2.07,814
2007,Racing,1.04,0.8,0.01,2.06,815
2010,Simulation,0.73,0.97,0.02,2.06,816
2010,Action,1.2,0.63,0.04,2.06,817
2005,Role-Playing,0.71,0.52,0.74,2.06,818
2004,Action,1.15,0.77,0.04,2.06,819
1998,Racing,0.68,0.46,0.79,2.06,820
2003,Fighting,1.06,0.62,0.13,2.06,821
2013,Role-Playing,0.89,0.57,0.46,2.06,822
2007,Racing,0.73,0.92,0.04,2.05,823
2008,Misc,1.23,0.64,0,2.05,824
2013,Sports,1.43,0.33,0.04,2.05,825
2005,Role-Playing,1.16,0.06,0.83,2.05,826
2002,Misc,1.47,0.48,0.05,2.05,827
2013,Role-Playing,0.71,0.83,0.15,2.05,828
1992,Sports,1.75,0.25,0,2.05,829
2007,Racing,0.48,1.29,0.02,2.05,830
2009,Role-Playing,1.11,0.27,0.53,2.04,831
2011,Misc,1.45,0.42,0.01,2.04,832
2008,Misc,0.73,1.09,0,2.04,833
2006,Shooter,1.74,0.02,0,2.04,834
2005,Action,0.71,1.02,0,2.04,835
2003,Platform,1.2,0.48,0.29,2.04,836
2011,Action,0.58,1.06,0.03,2.04,837
2014,Sports,1.53,0.25,0,2.03,838
1998,Sports,1.25,0.61,0.13,2.03,839
2011,Misc,1.47,0.4,0,2.03,840
2003,Sports,1.57,0.18,0,2.03,841
2008,Action,1.05,0.67,0,2.02,842
2005,Shooter,1.81,0.05,0.01,2.02,843
2014,Sports,1.76,0.09,0,2.02,844
2012,Racing,0.82,0.98,0.04,2.02,845
2007,Puzzle,0.49,1.27,0,2.01,846
2016,Shooter,1.2,0.62,0,2.01,847
2013,Action,0.77,0.85,0.01,2,848
2012,Role-Playing,0.89,0.45,0.53,2,849
2014,Racing,0.35,1.31,0.02,2,850
1993,Fighting,0.52,0.16,1.29,2,851
2008,Fighting,1.48,0.3,0,2,852
1997,Action,0.95,0.64,0.27,1.99,853
1989,Sports,0.75,0.3,0.9,1.99,854
2002,Action,1.21,0.64,0.05,1.99,855
2002,Action,0.75,1.09,0.02,1.98,856
1991,Simulation,0.93,0.27,0.75,1.98,857
2013,Shooter,1.25,0.58,0,1.98,858
2012,Shooter,1.11,0.63,0.07,1.98,859
2014,Role-Playing,0.72,0.86,0.08,1.97,860
2010,Platform,0.99,0.8,0,1.97,861
2002,Platform,0.74,0.95,0,1.97,862
2008,Shooter,1.2,0.59,0,1.97,863
2003,Action,0.71,0.58,0.51,1.97,864
2008,Racing,1.01,0.64,0.02,1.97,865
1981,Action,1.84,0.11,0,1.97,866
2013,Shooter,1.22,0.57,0.02,1.96,867
2004,Sports,0.5,0.5,0.63,1.96,868
1986,Racing,1.13,0.37,0.41,1.96,869
1985,Sports,0.18,0.23,1.53,1.96,870
2006,Platform,0.79,0.03,1.05,1.96,871
2006,Shooter,1.09,0.65,0.02,1.96,872
2014,Shooter,1.3,0.49,0,1.95,873
2003,Racing,0.74,1.01,0,1.95,874
2005,Action,1.26,0.61,0,1.95,875
1994,Shooter,1.09,0.77,0,1.95,876
2003,Sports,1.69,0.2,0,1.95,877
2003,Fighting,0.95,0.74,0,1.94,878
2008,Sports,0.49,1.26,0.01,1.94,879
1999,Misc,1.94,0,0,1.94,880
2001,Adventure,0.59,1.23,0,1.94,881
1989,Puzzle,0.96,0.38,0.55,1.94,882
2004,Fighting,1.09,0.15,0.65,1.94,883
1997,Racing,1.41,0.42,0.03,1.94,884
2002,Shooter,1.42,0.4,0,1.94,885
2004,Role-Playing,1,0.72,0,1.93,886
2013,Action,1.15,0.61,0,1.93,887
2008,Misc,1.1,0.56,0,1.93,888
1993,Fighting,1.48,0.39,0,1.93,889
1995,Fighting,0.34,0.26,1.3,1.93,890
1998,Puzzle,1.06,0.6,0.2,1.93,891
2008,Fighting,1.53,0.24,0,1.93,892
2014,Action,0.56,0.89,0.1,1.93,893
2008,Sports,1.51,0,0.29,1.93,894
2013,Action,0.86,0.87,0.01,1.92,895
2001,Action,0.92,0.53,0.41,1.92,896
2009,Racing,0.73,0.97,0.01,1.92,897
2008,Misc,0.87,0.85,0,1.92,898
2001,Shooter,0.76,0.96,0,1.92,899
2003,Simulation,1.03,0.8,0,1.92,900
2004,Racing,0.94,0.73,0,1.92,901
1996,Misc,0.26,0.16,1.46,1.92,902
2009,Misc,1.06,0.67,0,1.92,903
2000,Misc,0.72,0.16,1.01,1.91,904
2008,Action,1.14,0.57,0,1.91,905
2008,Misc,1.3,0.44,0,1.91,906
2015,Shooter,0.77,0.78,0.04,1.91,907
2011,Action,1.08,0.66,0,1.91,908
2001,Simulation,1.03,0.75,0.03,1.9,909
2012,Shooter,0.59,0.92,0.06,1.9,910
2013,Racing,0.73,0.91,0.03,1.89,911
2008,Sports,1.56,0.15,0,1.89,912
2013,Role-Playing,0.21,0.3,1.33,1.89,913
2009,Platform,1.05,0.54,0.03,1.88,914
1999,Role-Playing,1.37,0.44,0,1.88,915
2004,Fighting,0.92,0.72,0,1.88,916
1999,Sports,0.25,0.12,1.48,1.88,917
2005,Shooter,0.89,0.69,0.09,1.88,918
1998,Fighting,1.42,0.36,0.03,1.88,919
2007,Misc,0.47,0.08,0,1.87,920
2002,Adventure,0.96,0.53,0.3,1.87,921
1998,Sports,0.22,1.47,0.04,1.87,922
2001,Action,0.53,0.16,1.07,1.87,923
2013,Platform,0.73,0.62,0.4,1.87,924
2001,Adventure,0.87,0.52,0.41,1.86,925
2005,Sports,1.75,0.03,0,1.86,926
2004,Platform,1.12,0.69,0.03,1.86,927
1999,Role-Playing,0.94,0.44,0.39,1.86,928
1997,Platform,1.37,0.41,0.04,1.86,929
2004,Misc,0,1.37,0,1.86,930
2014,Platform,0.64,0.92,0.01,1.86,931
2001,Sports,0.91,0.71,0,1.86,932
2009,Action,1.34,0.37,0,1.86,933
1999,Role-Playing,0.62,0.42,0.69,1.86,934
2010,Action,0.85,0.71,0.13,1.86,935
2013,Misc,0.61,0.59,0.55,1.85,936
2004,Platform,1.33,0.49,0,1.85,937
2007,Misc,0.83,0.82,0,1.85,938
2004,Role-Playing,1.26,0.18,0.35,1.85,939
1984,Action,0.8,0.19,0.83,1.85,940
2011,Action,1.05,0.49,0.08,1.85,941
2001,Racing,0,1.1,0.42,1.84,942
2009,Role-Playing,0.97,0.34,0.35,1.84,943
2005,Sports,1.53,0.05,0,1.84,944
1998,Simulation,0.83,0.06,0.93,1.83,945
2005,Misc,1.31,0.49,0,1.83,946
2012,Role-Playing,0.84,0.76,0,1.83,947
1996,Racing,1.33,0.4,0.03,1.83,948
2015,Action,0.46,1.02,0.07,1.83,949
1993,Role-Playing,0.25,0.07,1.49,1.83,950
2007,Shooter,1.09,0.54,0.02,1.83,951
1995,Simulation,0.92,0.33,0.52,1.83,952
2014,Platform,0.61,0.34,0.79,1.82,953
1994,Platform,1.24,0.43,0.03,1.82,954
2001,Misc,1.73,0.07,0,1.82,955
2001,Simulation,1.81,0,0,1.82,956
2007,Shooter,0.91,0.74,0.07,1.82,957
2010,Role-Playing,0.22,0.21,1.35,1.81,958
2014,Action,0.55,0.84,0.11,1.81,959
2003,Simulation,1.05,0.59,0,1.81,960
2000,Racing,1.1,0.51,0.12,1.81,961
2002,Fighting,0.78,0.44,0.56,1.81,962
2004,Platform,0.88,0.69,0,1.81,963
2008,Misc,1,0.03,0,1.8,964
2002,Platform,0.93,0.59,0.21,1.8,965
2006,Sports,1.66,0,0.01,1.8,966
2010,Action,1.41,0.21,0.03,1.8,967
1999,Sports,1,0.68,0,1.8,968
2015,Shooter,0.49,0.96,0.07,1.79,969
1994,Platform,1.26,0.39,0.08,1.79,970
2013,Adventure,0.52,0.88,0.06,1.79,971
2012,Action,1.05,0.57,0.03,1.78,972
2003,Racing,1.25,0.29,0,1.78,973
2006,Role-Playing,0.23,0.03,1.49,1.78,974
2001,Action,1.12,0.58,0,1.78,975
2004,Action,0.39,1.01,0.02,1.78,976
2011,Puzzle,0.32,0.95,0.36,1.78,977
2010,Action,0.45,0.94,0.06,1.78,978
2012,Role-Playing,0.41,0.46,0.72,1.78,979
2013,Action,0.93,0.57,0.14,1.77,980
2005,Action,0.85,0.76,0,1.77,981
2007,Misc,1.16,0.45,0,1.77,982
2013,Misc,0.31,0.54,0.84,1.77,983
2013,Sports,1.59,0.03,0,1.77,984
1991,Role-Playing,0.24,0.09,1.33,1.77,985
2000,Platform,0.63,0.06,1.03,1.77,986
2001,Fighting,1.19,0.29,0.24,1.77,987
2009,Fighting,1.07,0.45,0.01,1.77,988
1991,Adventure,0.85,0.31,0.56,1.76,989
1998,Fighting,1.27,0.42,0,1.76,990
2004,Platform,1.06,0.54,0,1.76,991
2001,Role-Playing,0.93,0.38,0.4,1.76,992
1994,Platform,1.02,0.47,0.2,1.76,993
1986,Platform,0.53,0.12,1.09,1.76,994
2004,Fighting,0.86,0.67,0,1.76,995
2002,Shooter,1.23,0.46,0,1.76,996
2002,Action,0.86,0.67,0,1.76,997
2013,Shooter,0.72,0.69,0.04,1.76,998
2012,Action,0.68,0.9,0.01,1.76,999
2007,Action,1.26,0.47,0,1.76,1000
2015,Shooter,1.11,0.48,0,1.76,1001
2004,Simulation,0.52,0.95,0,1.76,1002
2007,Sports,0.35,1.07,0.02,1.76,1003
2001,Simulation,0.61,0.87,0.02,1.76,1004
1998,Sports,1.68,0.04,0,1.75,1005
2013,Role-Playing,0.9,0.37,0.25,1.75,1006
2004,Shooter,1.24,0.45,0,1.75,1007
2001,Sports,0.06,0.9,0.53,1.75,1008
2007,Shooter,1,0.54,0.03,1.75,1009
1991,Puzzle,0.7,0.13,0.91,1.75,1010
1993,Platform,0.94,0.34,0.21,1.75,1011
1993,Platform,0.79,0.14,0.8,1.75,1012
2009,Simulation,0.83,0.66,0.08,1.75,1013
2008,Simulation,0.85,0.66,0.01,1.75,1014
2004,Misc,1.25,0.46,0,1.75,1015
1999,Adventure,0.72,0.89,0.04,1.74,1016
2002,Role-Playing,0.63,0.49,0.45,1.74,1017
2011,Shooter,0.83,0.63,0.02,1.74,1018
2009,Misc,1.19,0.4,0,1.74,1019
2015,Racing,0.69,0.89,0.03,1.74,1020
2010,Platform,0.96,0.61,0.01,1.74,1021
1996,Racing,1.69,0.04,0,1.74,1022
1998,Sports,1.66,0.04,0,1.74,1023
2014,Role-Playing,0.49,0.88,0.06,1.74,1024
2011,Shooter,0.59,0.75,0.13,1.74,1025
2014,Shooter,0.67,0.66,0.12,1.73,1026
2001,Sports,0.85,0.66,0,1.73,1027
2016,Shooter,0.64,0.68,0.14,1.73,1028
1998,Action,1.48,0.2,0,1.73,1029
2001,Action,0.94,0.62,0.1,1.73,1030
2013,Action,1.15,0.44,0,1.73,1031
2002,Platform,0.95,0.7,0,1.73,1032
2012,Action,1.06,0.52,0.01,1.73,1033
2003,Action,0.85,0.66,0,1.72,1034
2015,Shooter,0.61,0.78,0.06,1.72,1035
2015,Role-Playing,0.66,0.78,0,1.72,1036
2008,Shooter,0.61,0.18,0,1.72,1037
2008,Simulation,0.7,0.83,0,1.72,1038
2011,Shooter,0.41,0.98,0,1.72,1039
2004,Sports,1.61,0.03,0,1.72,1040
2003,Role-Playing,0.8,0.21,0.55,1.72,1041
2010,Simulation,0.59,0.87,0,1.71,1042
2009,Puzzle,1.43,0.16,0,1.71,1043
1998,Platform,0.99,0.64,0,1.71,1044
2007,Misc,1.15,0.41,0,1.71,1045
2004,Simulation,0.88,0.34,0.32,1.71,1046
2003,Racing,1.09,0.55,0,1.71,1047
2006,Misc,0,0,1.71,1.71,1048
2001,Puzzle,1.25,0.39,0,1.71,1049
2009,Sports,1.58,0,0,1.7,1050
2014,Racing,0.34,1.08,0.03,1.7,1051
2009,Sports,0.23,0.24,0,1.7,1052
2008,Sports,0.99,0.42,0.14,1.7,1053
2007,Puzzle,0.49,1.12,0,1.7,1054
2011,Platform,0.62,0.21,0.79,1.7,1055
1993,Puzzle,0,0,1.69,1.7,1056
2007,Action,0.69,0.83,0,1.7,1057
2006,Sports,1.41,0.05,0,1.7,1058
2005,Shooter,1.22,0.34,0.04,1.69,1059
2014,Sports,1.36,0.18,0,1.69,1060
2008,Action,0.88,0.54,0.02,1.69,1061
2013,Action,1.01,0.53,0.01,1.69,1062
1999,Misc,0.94,0.64,0,1.69,1063
2009,Role-Playing,0.96,0.44,0.08,1.69,1064
2015,Sports,0.55,1.01,0,1.69,1065
1997,Fighting,1.37,0.28,0.03,1.69,1066
1998,Fighting,1.1,0.48,0.04,1.69,1067
2001,Action,0.87,0.66,0.08,1.69,1068
2008,Racing,0.79,0.71,0.01,1.69,1069
2002,Role-Playing,1.52,0.12,0,1.69,1070
2010,Strategy,0.98,0.52,0,1.69,1071
2005,Action,0.98,0.42,0.22,1.69,1072
2012,Action,0.8,0.52,0.07,1.69,1073
2007,Shooter,0.9,0.47,0,1.68,1074
2006,Misc,0.82,0.64,0,1.68,1075
1997,Sports,1.58,0.06,0,1.68,1076
2012,Action,0.9,0.64,0,1.68,1077
1992,Puzzle,0.59,0.24,0.82,1.68,1078
1997,Shooter,0.38,0.87,0.33,1.68,1079
2003,Simulation,1.67,0,0,1.68,1080
2008,Action,1.23,0.3,0,1.68,1081
2007,Simulation,0.91,0.55,0.04,1.68,1082
2002,Action,1.18,0.27,0.17,1.68,1083
2008,Sports,0.94,0.57,0,1.67,1084
2003,Sports,0.93,0.52,0,1.67,1085
2008,Sports,0.45,1.02,0,1.67,1086
2000,Sports,1.58,0.05,0,1.67,1087
2006,Fighting,0.81,0.59,0.01,1.67,1088
2013,Platform,0.43,0.67,0.42,1.67,1089
2005,Shooter,1.22,0.39,0,1.67,1090
1989,Platform,0.91,0.3,0.42,1.67,1091
2001,Sports,1.09,0.49,0.02,1.67,1092
2001,Adventure,0.59,0.95,0.03,1.67,1093
2013,Strategy,0.82,0.65,0,1.67,1094
2003,Racing,0.97,0.59,0.04,1.67,1095
2001,Racing,1.13,0.32,0,1.67,1096
2003,Sports,1.35,0.09,0,1.67,1097
2003,Platform,1.08,0.45,0,1.67,1098
2015,Action,0.63,0.66,0.11,1.66,1099
2007,Action,0.57,0.73,0.06,1.66,1100
1992,Fighting,1,0.3,0.31,1.66,1101
2000,Sports,0.78,0.61,0.06,1.66,1102
2012,Shooter,0.86,0.64,0.01,1.66,1103
2004,Sports,0.81,0.63,0,1.66,1104
2006,Racing,0.76,0.7,0.02,1.66,1105
2002,Sports,1.25,0.15,0.03,1.66,1106
2005,Fighting,0.96,0.12,0.54,1.66,1107
1981,Puzzle,1.54,0.1,0,1.65,1108
2004,Misc,0.9,0.11,0.6,1.65,1109
1991,Shooter,1.06,0.38,0.15,1.65,1110
2011,Misc,0.48,0.68,0.33,1.65,1111
2004,Role-Playing,0,0,1.65,1.65,1112
2008,Shooter,1.09,0.38,0.02,1.65,1113
2007,Role-Playing,0.32,0.02,1.27,1.64,1114
2004,Platform,0.8,0.05,0.76,1.64,1115
2011,Action,0.76,0.72,0,1.64,1116
1982,Puzzle,1.52,0.1,0,1.64,1117
1999,Shooter,0.93,0.63,0,1.64,1118
1986,Action,0.74,0.26,0.61,1.64,1119
2002,Sports,0.8,0.63,0,1.64,1120
2005,Sports,1.44,0.15,0,1.64,1121
2004,Action,0.54,0.88,0,1.64,1122
